"Biomarkers.for.right.hand.group.from.scores.plot","VIP","Name","apply(all, 1, wilcoxtest, grp1 = c(1:21), grp2 = c(22:42))","p6_FC - pak_FC"
"neg_337",2.20431208777818,"5-Chloro-6-methoxymellein",0.006719943911203,-2.22422672954163
"neg_344",1.52848947571077,"NA",0.024049346621204,-0.204868414866777
"neg_348",2.1589202013608,"HEPTAMINOL",0.007899885422808,-1.66969066764575
"neg_356",1.53832908381006,"PG(16:0/20:3(5Z,8Z,11Z))",0.031460784297151,-0.383117881138599
"neg_370",2.42794371222093,"2-hydroxy capric acid",0.00024519309102,-0.788935692088025
"neg_379",1.53312156155863,"Ionomycin",0.004054090917426,-0.683720549131422
"neg_385",1.88332473961536,"2-Methylerythritol",0.027545774637158,-1.6765755650656
"neg_402",2.07562769314129,"C75",0.004419750192183,-0.208312833458056
"neg_412",1.78864808360145,"Epibatidine",0.031460784297151,-4.42749393244343
"neg_417",1.59680921323122,"9H-Purine-6-thiol, 9-(tetrahydro-2-furyl)-",0.078140074736033,-4.24462411953038
"neg_419",1.74108727732454,"NA",0.027545774637158,-0.514535820384598
"neg_437",1.94317888081657,"HEPTAMINOL",0.016911897776639,-1.713008857125
"neg_443",2.22089765031684,"Potassium 2-(1&#39;-ethoxy) ethoxypropanoate",0.004419750192183,-2.11313483010994
"neg_447",1.97051870370314,"Caproaldehyde",0.009256901315534,-0.254055664881118
"neg_458",1.54972989878525,"NA",0.033586779368177,-0.270929014199925
"neg_471",1.54478107657982,"PS(O-18:0/17:0)",0.022446980419135,-0.557633772154535
"neg_492",1.98033991465663,"Diethylene glycol",0.014613878981675,-0.483498828952285
"neg_511",1.60911784518971,,0.396313341135855,-0.004009367060686
"neg_52",2.42051391510412,"Suvorexant",0.000659360590626,-2.12402079830547
"neg_532",1.66358086796584,"NO-711 hydrochloride",0.038199674792295,-4.30487666851115
"neg_572",1.90181559961434,,0.005697393025955,-0.491613970702012
"neg_607",2.90921453604663,"NA",0.000153282428215,-0.490269238286611
"neg_614",1.5877445990627,"NA",0.15304489379873,-2.96044113468976
"neg_624",1.6424835429804,"NA",0.027545774637158,-0.064099640020139
"neg_625",2.10759517702125,"(+)-7-epi--9,10-dihydrojasmonic acid",0.010812429748575,-0.580967977985409
"neg_655",1.48657845566054,"NA",0.102440892736343,-0.200291954777722
"neg_666",1.80627239717524,"NA",0.038199674792295,-0.494202233271398
"neg_667",2.31457764837829,"NA",0.000899198311782,-0.702898278357296
"neg_691",1.68208213089149,"NA",0.016911897776639,-0.03632915558341
"neg_7",2.91951421952261,,0.000106368632432,-0.42174526717762
"neg_703",1.54610510916502,,0.065920082761288,-4.48720350155708
"neg_704",2.23912358823043,,0.005239450857889,-2.21619860325278
"neg_768",1.97905074563654,"NA",0.018172558482636,-0.328511273099618
"neg_771",2.32889310096617,"NA",0.00179023230269,-0.118600554055934
"neg_787",2.1381382717168,,0.006190157465818,-0.075023662312646
"neg_810",1.96029630655499,"1,3-Dimethyl-8-phenylxanthine",0.006719943911203,-0.147621258633528
"neg_822",1.75133378056769,"NA",0.027545774637158,-0.094700580551255
"neg_828",2.10702878097942,"9-Methyl-7-bromoeudistomin D",0.009256901315534,-0.046843860247467
"neg_886",1.72806576532156,"Sannamycin B",0.020936133613882,-0.695339968291503
"neg_915",1.49756878362131,,0.15304489379873,-0.026461986232921
"p1164",1.98316917725657,"[PC(16:0/18:1)] 1-hexadecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine",0.014613878981675,-0.691492402237046
"p1166",1.53365408018823,"[PC(16:0/18:2)] 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine",0.046095854534063,-0.596254189432113
"p1637",2.52496495864469,"[SP (17:0)] heptadecasphinganine",0.000478912365691,-2.03354166650008
"p1914",2.53157727299281,"Met-Trp-Asp",0.000274923127049,-2.05016929750653
"p1936",1.56144637680765,"[PC(14:0/18:1)] 1-tetradecanoyl-2-(11Z-octadecenoyl)-sn-glycero-3-phosphocholine",0.065920082761288,-0.448639142616809
"p2060",2.48719318935925,"S-Adenosyl-L-methionine",0.000112465248567,-3.46499080096641
"p2061",1.76204104964527,"PI(25:0)",0.005239450857889,-0.405301555032825
"p2103",1.65585333602054,"PE(36:2)",0.007289050357288,-0.672305145464797
"p2873",2.32586856832218,"DG(36:4)",0.00284485891004,-2.49074128033266
"p2906",2.68740718480732,"5'-Methylthioadenosine",0.000120298951627,-2.65460101481343
"p2909",1.76176708438066,"N-ethyl-5Z,8Z,11Z,14Z-eicosatetraenoyl amine",0.022446980419135,-0.161671458128414
"p3152",2.07598127252548,"11-dehydro-2,3-dinor-TXB2",0.022446980419135,-0.740985915899646
"p3153",2.08138292569134,"3',4',5'-Trimethoxycinnamyl alcohol acetate",0.011671828872984,-0.71617576850409
"p3157",2.11217386023127,"2-Phenylethyl beta-D-glucopyranoside",0.005697393025955,-0.750556674694938
"p328",2.13081546442407,"S-Decyl GSH",0.044774222415855,-27.0153291780127
"p339",2.251048740894,"[PC(14:0/18:0)] 1-tetradecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine",0.001215041490439,-1.8488343216152
"p3502",1.77094194539253,"PC(36:2)",0.016911897776639,-0.663385042231951
"p3675",2.45551960162597,"ubiquinone-7",0.000659360590626,-1.5937757610148
"p3684",1.99307117985414,"Cycloartanyl ferulate",0.009256901315534,-1.41574378498898
"p417",1.6724112328147,"3,5,7-Trimethyl-2E,4E,6E,8E-undecatetraene",0.073881097719886,-0.41493214279112
"p425",1.74391920156545,"5-Ethyl-7-methyl-3E,5E,7E-undecatriene",0.062206966151375,-0.203266409031123
"p428",1.83010514852577,"7-oxo-11E-Tetradecenoic acid",0.027545774637158,-0.454929587001192
"p4315",2.04744952900166,"DG(14:0/20:4(5Z,8Z,11Z,14Z)/0:0)",0.005697393025955,-1.13659062316972
"p433",2.36504986183248,"PE(34:1)",0.000593335999649,-0.764876273325452
"p4624",2.26640396999063,"Ala-Trp-Cys-Ser",0.002160618460454,-0.997209039910388
"p4712",1.58913978537501,"PE(33:0)",0.04069643057018,-0.917309964727373
"p4718",1.55285545570626,"Glutamyl-Methionine",0.033586779368177,-0.556622701344768
"p4858",2.96213957474639,"Hexadecasphinganine",5.73208892338077E-06,-0.930056143184782
"p4861",1.50842028355492,"PE(18:2(9Z,12Z)/15:0)",0.058664749670132,-0.658471493590397
"p5448",2.39579323159295,"4-(2-Pyrazinylethenyl)phenol",0.000533351212555,-0.758260472770262
"p5682",3.11154614553177,"PC(33:0)",0.00014156265169,-24.3786149024149
"pos_1",3.18471483557465,,1.22523539611219E-05,-0.471088930798729
"pos_1006",1.60885068991093,"Tulobuterol hydrochloride",0.052071127808692,-5.36134732001397
"pos_1021",1.66944671755077,"2-Amino-3-methyl-1-butanol",0.065920082761288,-0.471733530281139
"pos_1026",2.24206053498667,"Hydrazinecarbothioamide, N-methyl-2-[(5-nitro-2-thienyl)methylene]-",0.00284485891004,-2.12403217358288
"pos_1030",1.79103031409104,"&beta;-ethyl acrylic acid",0.025747490346367,-1.33842699152402
"pos_1037",1.61851949588146,"NA",0.024049346621204,-0.273485027614985
"pos_1063",2.80610947930544,".beta.-Peltatin, 3'-demethoxy-O-methyl-",9.39292268647261E-05,-3.62050362368958
"pos_1074",1.90881609020847,"Ile Glu Tyr Cys Lys",0.012589720325133,-1.43146388715619
"pos_1076",2.39260504850486,,0.001215041490439,-1.8122359132601
"pos_108",2.39038110102453,"Suvorexant",0.000899198311782,-2.02079572555563
"pos_1083",1.95475981303658,,0.004814236694068,-1.2358544535127
"pos_1086",2.16963397565569,,0.006719943911203,-2.18394498646733
"pos_1132",1.57217166269768,"16,17-epoxy-DHA",0.102440892736343,-0.125045334211919
"pos_1133",1.85763241013886,"NA",0.033586779368177,-1.77677721163178
"pos_1138",1.67413030528852,"8-Isoquinoline methanamine (hydrochloride)",0.08724268040269,-0.211650252349099
"pos_1166",2.46947254982914,,0.000194336709163,-0.238555887059572
"pos_117",1.81966487642988,"NA",0.005697393025955,-1.94026734261763
"pos_1171",1.60513803962622,"NA",0.055287953464613,-0.055048287502522
"pos_1208",1.51052293160129,"NA",0.025747490346367,-0.630145133884167
"pos_1222",2.54666931394144,"NA",0.000659360590626,-1.05447109955347
"pos_1241",1.5387312884743,,0.04069643057018,-0.363356281088677
"pos_1245",2.07747423225315,"HARMANE",0.004054090917426,-0.454932457127192
"pos_127",1.84206998816407,"2-Methylerythritol",0.027545774637158,-1.56117688413464
"pos_1273",2.1062674242333,"Nelarabine",0.003112420743947,-0.572026871583184
"pos_1291",1.8519749193767,"NA",0.012589720325133,-0.424773137080965
"pos_1292",2.09223627008235,"0",0.010008440674658,-1.63144328152812
"pos_1295",1.87327500061198,"Capreomycin Sulfate",0.014613878981675,-0.239750051027649
"pos_1319",1.87070707369081,"(2E,4E)-N-[2-(4-Hydroxyphenyl)ethyl]-2,4-dodecadienamide",0.058664749670132,-0.140755619974616
"pos_1357",1.68474132520777,"NA",0.065920082761288,-4.24040058925088
"pos_136",1.60286868406996,"PS(O-16:0/13:0)",0.006190157465818,-0.333618425428735
"pos_1367",1.80866792278807,"5'-CMP",0.014613878981675,-0.434957625251453
"pos_1381",2.10901688549732,"NA",0.005697393025955,-0.068910313278604
"pos_139",1.60324083866919,"NA",0.073881097719886,-0.519060575744479
"pos_1414",1.63064111009165,"s-Triazine, 2-amino-4-morpholino-",0.055287953464613,-3.57321358572707
"pos_143",1.60981558921997,"3-hexanoyl-NBD Cholesterol",0.005697393025955,-0.324175111257617
"pos_1451",2.02210020082647,"NA",0.010812429748575,-1.73974521296921
"pos_1453",1.49505314760116,"4-Phenylpyridine",0.092097361157186,-0.034143005281536
"pos_1461",1.5299812451443,"NA",0.078140074736033,-1.96767810347128
"pos_147",1.51958168129261,"NA",0.000659360590626,-0.934610329613164
"pos_1471",1.87357671999887,,0.006190157465818,-0.261362162872931
"pos_16",1.6054440711447,"PE(18:1(9Z)/16:0)",0.065920082761288,-0.528816071209043
"pos_161",2.92766255026628,"NA",9.39292268647261E-05,-0.38014942193573
"pos_170",1.90585658205465,"NA",0.019512668913441,-0.224545357080288
"pos_184",1.52285518736738,"Butoctamide hydrogen succinate",0.019512668913441,-0.213503608585537
"pos_185",1.69606848416827,"NA",0.015726893858835,-0.435786039407205
"pos_192",2.38022053467307,"Ala Cys Phe Gln",0.000731958306063,-2.11480622981864
"pos_2",2.91530015279075,,7.29528537615053E-05,-0.351841609901719
"pos_20",2.86491117202174,"NA",0.000135878718126,-0.351081489077462
"pos_203",1.62236009383166,,0.031460784297151,-0.148976204259483
"pos_210",1.50555933921036,"NA",0.260645623311989,-3.9402241464085
"pos_230",1.87989490658187,"NA",0.007899885422808,-2.01845585774017
"pos_233",3.09182393665571,"1-(6-[5]-ladderane-hexanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycerophosphocholine",1.05629666930842E-05,-1.01025401221298
"pos_244",2.3240536306434,"NA",0.000274923127049,-0.27021900741719
"pos_245",1.53563328053385,,0.010008440674658,-0.150854803057644
"pos_25",1.90349608201697,"cis-Caryophyllene",0.016911897776639,-0.201182261806292
"pos_26",1.55379856303158,"PC(16:0/18:1(11E))",0.04069643057018,-0.354229873528563
"pos_281",2.19216354905787,"Psychosine",0.000731958306063,-0.465107018824487
"pos_290",1.58888363092566,"NA",0.010008440674658,-0.327651167951043
"pos_302",1.57761784459451,"Ectocarpen",0.062206966151375,-0.155948399568675
"pos_327",1.64033399322806,"Digitoxic acid",0.069809616706664,-4.8155765832026
"pos_329",1.90867646278035,"Methylphenidate",0.009256901315534,-2.91656156460231
"pos_352",2.50410895906851,"C17 Sphinganine",0.000659360590626,-2.1757303594763
"pos_365",1.66953935645308,,0.049008877834709,-5.38197272394589
"pos_375",2.29130730550506,"PE(20:0/22:1(13Z))",0.000106368632432,-2.11132187789343
"pos_382",2.03723542986849,"NA",0.010812429748575,-1.45139977745382
"pos_385",1.55932025832732,"6-hydroxy-2-hexynoic acid",0.107940572188464,-2.55770459934405
"pos_388",2.2749259278722,"NA",0.000429558650193,-1.71259666758387
"pos_398",2.14826875602391,"NA",0.009256901315534,-0.437514411793018
"pos_399",2.21347295840122,"COUMARINIC ACID METHYL ETHER",0.00371544712482,-2.28700728357488
"pos_4",3.16586322762327,"NA",1.22523539611219E-05,-0.47553974096402
"pos_409",2.28767419147647,"NA",0.000533351212555,-2.04808687980045
"pos_41",1.57107531436836,"NA",0.097161619479159,-0.485959619482021
"pos_415",3.04215147438534,"NA",1.22523539611219E-05,-1.17044132842606
"pos_416",2.33400700550686,"NA",0.001477718832869,-2.01730836280804
"pos_425",1.65090229512145,"Bikojic acid",0.016911897776639,-2.1411956341696
"pos_428",1.87916564124997,"NA",0.006719943911203,-0.501113820092044
"pos_430",1.99441316920952,"NA",0.010812429748575,-1.56663702912176
"pos_439",1.9463246800267,"PE(18:0/18:1(9Z))[U]",0.010812429748575,-0.495331169528662
"pos_448",1.6719265181706,"2,3-Dimethylsuccinic acid",0.033586779368177,-4.14346637481078
"pos_449",2.02598617211776,,0.00371544712482,-0.888333071862849
"pos_456",2.26610224866737,"C17 Sphinganine",0.007899885422808,-1.52559660482378
"pos_46",2.04840931629201,"NA",0.015726893858835,-1.55741357382273
"pos_460",3.13295420646319,"NA",1.22523539611219E-05,-0.455302062318413
"pos_474",1.84774369333601,"NA",0.006719943911203,-2.208701933901
"pos_479",1.71138309313235,"NA",0.062206966151375,-0.239166673735376
"pos_488",2.7155506269143,"Methoprene acid",0.00024519309102,-0.231979785004594
"pos_490",1.9342753517893,"4-hydroxy-valeric acid",0.027545774637158,-1.66719807398848
"pos_508",2.90773845717159,"C17 Sphinganine",3.78544652434458E-05,-2.55308426781278
"pos_511",2.45843342819602,"NA",0.000274923127049,-1.39938213896926
"pos_521",1.60081683237113,"Ricinoleic Acid methyl ester",0.013569297901306,-0.232268110954838
"pos_53",1.61059543284134,"Mannitol",0.082592088820348,-5.47142926714436
"pos_540",1.61764008269289,"NA",0.092097361157186,-5.62931070919499
"pos_547",2.2219898309297,"Potassium 2-(1&#39;-ethoxy) ethoxypropanoate",0.002597948998804,-2.30512184187718
"pos_55",1.82596686074566,"NA",0.04069643057018,-1.55285535566535
"pos_587",1.6845822378087,"NA",0.055287953464613,-5.04274161413394
"pos_591",1.63037445418102,"NA",0.011671828872984,-0.600896702253731
"pos_596",1.66204675392065,"NA",0.010812429748575,-0.443051703650362
"pos_60",1.83072521382673,"NA",0.004419750192183,-1.84622576583559
"pos_62",1.64164323980491,"Mannitol",0.073881097719886,-4.93763365682912
"pos_627",1.99550638432532,"3R-aminononanoic acid",0.024049346621204,-1.57550202556858
"pos_645",1.74283692756279,,0.024049346621204,-0.993475974039868
"pos_66",1.55942550938661,"NA",0.038199674792295,-0.332172636463277
"pos_661",2.32325109009177,"NA",0.000659360590626,-2.34202313457698
"pos_680",1.69453616557415,"N-Guanylhistamine",0.046095854534063,-1.1588851017296
"pos_69",3.1400869618469,"NA",2.18112071508741E-05,-0.447320632259562
"pos_700",2.53775239223827,"NA",9.39292268647261E-05,-1.122305898772
"pos_709",2.43551572294985,"NA",0.000153282428215,-2.21455236622077
"pos_724",2.33957943740372,"NA",0.002160618460454,-0.287256667304394
"pos_75",2.14475326585427,"NA",0.009256901315534,-0.400273846577456
"pos_767",2.66000564130887,"S 1033",0.000135878718126,-0.603334659413655
"pos_778",1.48852435506574,"Tetradecylamine",0.055287953464613,-1.11014806397496
"pos_790",1.70906203528183,"Benzenesulfonamide, N,N,4-trimethyl-3-nitro-",0.065920082761288,-3.39472890867755
"pos_795",1.57537555329018,"Muconic dialdehyde",0.102440892736343,-2.96928202405786
"pos_798",1.82831460936417,"11-dehydro-2,3-dinor Thromboxane B2",0.008554960424482,-1.12980180054921
"pos_80",1.94827960164771,"p-Cymene",0.018172558482636,-0.257171765767254
"pos_805",2.41124672767091,"HARMANE",0.001477718832869,-0.552329997884243
"pos_822",1.80082427661854,"NA",0.004814236694068,-0.260945610004871
"pos_830",1.80473888579543,"(5Z)-3-Amino-5-nonenoic acid",0.010812429748575,-0.61806137803924
"pos_843",2.22389558766216,"5-Chloro-6-methoxymellein",0.004419750192183,-2.33017050084146
"pos_854",1.89473150961673,,0.007899885422808,-0.197227605248205
"pos_885",1.53207817603195,,0.004054090917426,-0.22643067019975
"pos_9",2.18306847241763,"NA",0.006719943911203,-0.411293094390388
"pos_904",1.88299770330066,"ETHOXYQUIN",0.018172558482636,-1.37780621012017
"pos_906",1.72723001354938,,0.049008877834709,-0.141641734809532
"pos_919",1.59947614991972,"NA",0.022446980419135,-0.358085564376722
"pos_922",1.50015691831109,"L-beta-aspartyl-L-threonine",0.097161619479159,-3.4841375126951
"pos_942",1.64190090063064,"3R-aminononanoic acid",0.043326778322125,-1.18449874735816
"pos_945",1.708716914935,"Danshensu sodium salt",0.025747490346367,-5.10018679616007
"pos_948",1.64866959524426,"NA",0.092097361157186,-0.197045723239292
"pos_949",1.77411824367554,"Bis (2-hydroxypropyl) amine",0.035831447530732,-1.19155049286794
"pos_950",2.62090892767853,"NA",0.000478912365691,-1.49877175824343
"pos_957",1.54593101255423,"HYMECHROME",0.082592088820348,-1.45767374476559
"pos_987",1.60878709524275,"PGF2&alpha;-11-acetate",0.019512668913441,-1.10956124032325
"pos_993",1.85549026678877,"3-Ethyl-1,2-cyclopentanedione",0.009256901315534,-0.097602470054341
