"ID","gene"
"cds-WP_003088123.1","NA"
"gene-Y880_RS06570","NA"
"cds-Y880_RS06570","NA"
"gene-Y880_RS06575","NA"
"cds-WP_016253540.1","NA"
"gene-Y880_RS06580","NA"
"cds-WP_079376816.1","NA"
"gene-Y880_RS06585","NA"
"cds-WP_003102715.1","NA"
"gene-Y880_RS06590","NA"
"cds-WP_003102709.1","NA"
"gene-Y880_RS06595","NA"
"cds-WP_003118964.1","NA"
"gene-Y880_RS06600","NA"
"cds-WP_003088140.1","NA"
"gene-Y880_RS06605","NA"
"cds-WP_003122803.1","NA"
"gene-Y880_RS06610","NA"
"cds-WP_009876284.1","NA"
"gene-Y880_RS06615","NA"
"cds-WP_016253539.1","NA"
"gene-Y880_RS06620","NA"
"cds-WP_003118961.1","NA"
"gene-Y880_RS06625","NA"
"cds-WP_003102695.1","NA"
"gene-Y880_RS06630","NA"
"cds-WP_003088150.1","NA"
"gene-Y880_RS06635","NA"
"cds-WP_003102692.1","NA"
"gene-Y880_RS06640","NA"
"cds-WP_003118960.1","NA"
"gene-Y880_RS06645","NA"
"cds-WP_003450170.1","NA"
"gene-Y880_RS06650","NA"
"cds-Y880_RS06650","NA"
"gene-Y880_RS06655","NA"
"cds-WP_003093621.1","NA"
"gene-Y880_RS06660","NA"
"cds-WP_003093625.1","NA"
"gene-Y880_RS06665","NA"
"cds-WP_003118954.1","NA"
"gene-Y880_RS06670","NA"
"cds-WP_003117652.1","NA"
"gene-Y880_RS06675","pdxH"
"cds-WP_003112073.1","pdxH"
"gene-Y880_RS06680","NA"
"cds-Y880_RS06680","NA"
"gene-Y880_RS06685","NA"
"cds-WP_016253536.1","NA"
"gene-Y880_RS06690","NA"
"cds-WP_014603027.1","NA"
"gene-Y880_RS06695","NA"
"cds-WP_079376799.1","NA"
"gene-Y880_RS06700","NA"
"cds-WP_003088166.1","NA"
"gene-Y880_RS06705","NA"
"cds-WP_003088170.1","NA"
"gene-Y880_RS06710","NA"
"cds-WP_095866982.1","NA"
"gene-Y880_RS06715","NA"
"cds-Y880_RS06715","NA"
"gene-Y880_RS06720","NA"
"cds-WP_003088185.1","NA"
"gene-Y880_RS06725","NA"
"cds-WP_016253534.1","NA"
"gene-Y880_RS06730","NA"
"cds-WP_004343204.1","NA"
"gene-Y880_RS06735","NA"
"cds-WP_003161729.1","NA"
"gene-Y880_RS06740","NA"
"cds-WP_003105845.1","NA"
"gene-Y880_RS06745","NA"
"cds-WP_003088200.1","NA"
"gene-Y880_RS06750","NA"
"cds-WP_016253533.1","NA"
"gene-Y880_RS06755","NA"
"cds-WP_016253532.1","NA"
"gene-Y880_RS06760","NA"
"cds-WP_003088212.1","NA"
"gene-Y880_RS06765","NA"
"cds-WP_003111559.1","NA"
"gene-Y880_RS06770","mraW"
"cds-WP_003088221.1","mraW"
"gene-Y880_RS06775","NA"
"cds-WP_016253531.1","NA"
"gene-Y880_RS06780","NA"
"cds-Y880_RS06780","NA"
"gene-Y880_RS06785","NA"
"cds-WP_003088234.1","NA"
"gene-Y880_RS06790","NA"
"cds-WP_003088238.1","NA"
"gene-Y880_RS06795","NA"
"cds-WP_024082579.1","NA"
"gene-Y880_RS06800","NA"
"cds-WP_014603017.1","NA"
"gene-Y880_RS06805","NA"
"cds-WP_078463638.1","NA"
"gene-Y880_RS06810","NA"
"cds-WP_003114923.1","NA"
"gene-Y880_RS06815","NA"
"cds-WP_016253527.1","NA"
"gene-Y880_RS06820","NA"
"cds-WP_003088271.1","NA"
"gene-Y880_RS06825","NA"
"cds-WP_003102358.1","NA"
"gene-Y880_RS06830","NA"
"cds-WP_012614256.1","NA"
"gene-Y880_RS06835","NA"
"cds-WP_003114920.1","NA"
"gene-Y880_RS06840","NA"
"cds-WP_016253526.1","NA"
"gene-Y880_RS06845","NA"
"cds-WP_023875476.1","NA"
"gene-Y880_RS06850","NA"
"cds-WP_016253525.1","NA"
"gene-Y880_RS06855","NA"
"cds-WP_003144436.1","NA"
"gene-Y880_RS06860","NA"
"cds-WP_003088288.1","NA"
"gene-Y880_RS06865","NA"
"cds-WP_003119164.1","NA"
"gene-Y880_RS06870","NA"
"cds-WP_003139794.1","NA"
"gene-Y880_RS06875","NA"
"cds-WP_003088294.1","NA"
"gene-Y880_RS06880","NA"
"cds-WP_016253524.1","NA"
"gene-Y880_RS06885","NA"
"cds-WP_003088297.1","NA"
"gene-Y880_RS06890","NA"
"cds-Y880_RS06890","NA"
"gene-Y880_RS06895","NA"
"cds-WP_003088303.1","NA"
"gene-Y880_RS06900","NA"
"cds-WP_003119158.1","NA"
"gene-Y880_RS06905","rbsK"
"cds-WP_016253523.1","rbsK"
"gene-Y880_RS06910","NA"
"cds-WP_003088309.1","NA"
"gene-Y880_RS06915","NA"
"cds-Y880_RS06915","NA"
"gene-Y880_RS06920","NA"
"cds-WP_003117395.1","NA"
"gene-Y880_RS06925","NA"
"cds-WP_095866983.1","NA"
"gene-Y880_RS06930","NA"
"cds-WP_003113479.1","NA"
"gene-Y880_RS06935","NA"
"cds-WP_003113478.1","NA"
"gene-Y880_RS06940","NA"
"cds-WP_003158870.1","NA"
"gene-Y880_RS06945","NA"
"cds-WP_003088324.1","NA"
"gene-Y880_RS06950","NA"
"cds-WP_016253522.1","NA"
"gene-Y880_RS06955","NA"
"cds-Y880_RS06955","NA"
"gene-Y880_RS06960","NA"
"cds-WP_003119152.1","NA"
"gene-Y880_RS06965","NA"
"cds-WP_016253520.1","NA"
"gene-Y880_RS06970","NA"
"cds-WP_003121974.1","NA"
"gene-Y880_RS06975","NA"
"cds-WP_003111315.1","NA"
"gene-Y880_RS06980","NA"
"cds-WP_003158958.1","NA"
"gene-Y880_RS06985","NA"
"cds-WP_003119150.1","NA"
"gene-Y880_RS06990","NA"
"cds-WP_003088488.1","NA"
"gene-Y880_RS06995","NA"
"cds-WP_004349482.1","NA"
"gene-Y880_RS07000","NA"
"cds-WP_004349483.1","NA"
"gene-Y880_RS07005","NA"
"cds-WP_003119147.1","NA"
"gene-Y880_RS07010","NA"
"cds-WP_003088496.1","NA"
"gene-Y880_RS07015","brnQ"
"cds-WP_003113469.1","brnQ"
"gene-Y880_RS07020","NA"
"cds-WP_016253519.1","NA"
"gene-Y880_RS07025","pqqF"
"cds-Y880_RS07025","pqqF"
"gene-Y880_RS07030","NA"
"cds-WP_003107001.1","NA"
"gene-Y880_RS07035","NA"
"cds-WP_003139768.1","NA"
"gene-Y880_RS07040","NA"
"cds-WP_074241316.1","NA"
"gene-Y880_RS07045","NA"
"cds-Y880_RS07045","NA"
"gene-Y880_RS07050","NA"
"cds-WP_003117409.1","NA"
"gene-Y880_RS07055","NA"
"cds-WP_003450294.1","NA"
"gene-Y880_RS07060","NA"
"cds-WP_003160135.1","NA"
"gene-Y880_RS07065","NA"
"cds-Y880_RS07065","NA"
"gene-Y880_RS07070","NA"
"cds-WP_012614234.1","NA"
"gene-Y880_RS07075","NA"
"cds-WP_003107652.1","NA"
"gene-Y880_RS07080","pqqA"
"cds-WP_003106462.1","pqqA"
"gene-Y880_RS07085","NA"
"cds-WP_003113495.1","NA"
"gene-Y880_RS07090","NA"
"cds-WP_003111679.1","NA"
"gene-Y880_RS07095","NA"
"cds-WP_003088542.1","NA"
"gene-Y880_RS07100","pqqE"
"cds-WP_003119136.1","pqqE"
"gene-Y880_RS07105","NA"
"cds-Y880_RS07105","NA"
"gene-Y880_RS07110","NA"
"cds-WP_016253516.1","NA"
"gene-Y880_RS07115","NA"
"cds-WP_003111675.1","NA"
"gene-Y880_RS07120","NA"
"cds-Y880_RS07120","NA"
"gene-Y880_RS07125","NA"
"cds-WP_016253515.1","NA"
"gene-Y880_RS07130","NA"
"cds-WP_003111913.1","NA"
"gene-Y880_RS07135","NA"
"cds-WP_003088559.1","NA"
"gene-Y880_RS07140","NA"
"cds-WP_016253514.1","NA"
"gene-Y880_RS07145","NA"
"cds-WP_003088564.1","NA"
"gene-Y880_RS07150","NA"
"cds-WP_003088566.1","NA"
"gene-Y880_RS07155","NA"
"cds-WP_003088567.1","NA"
"gene-Y880_RS07160","NA"
"cds-WP_003121716.1","NA"
"gene-Y880_RS07165","NA"
"cds-WP_003088572.1","NA"
"gene-Y880_RS07170","NA"
"cds-WP_003113501.1","NA"
"gene-Y880_RS07175","NA"
"cds-WP_003088575.1","NA"
"gene-Y880_RS07180","NA"
"cds-WP_016253513.1","NA"
"gene-Y880_RS07185","NA"
"cds-WP_014603001.1","NA"
"gene-Y880_RS07190","maiA"
"cds-WP_003100402.1","maiA"
"gene-Y880_RS07195","fahA"
"cds-WP_003100400.1","fahA"
"gene-Y880_RS07200","NA"
"cds-WP_003100397.1","NA"
"gene-Y880_RS07205","NA"
"cds-WP_003111362.1","NA"
"gene-Y880_RS07210","NA"
"cds-WP_003088593.1","NA"
"gene-Y880_RS07215","NA"
"cds-Y880_RS07215","NA"
"gene-Y880_RS07220","NA"
"cds-WP_003110689.1","NA"
"gene-Y880_RS07225","NA"
"cds-WP_003100387.1","NA"
"gene-Y880_RS07230","NA"
"cds-WP_010794101.1","NA"
"gene-Y880_RS07235","NA"
"cds-WP_003100383.1","NA"
"gene-Y880_RS07240","NA"
"cds-WP_016253511.1","NA"
"gene-Y880_RS07245","NA"
"cds-WP_003100379.1","NA"
"gene-Y880_RS07250","NA"
"cds-WP_016253510.1","NA"
"gene-Y880_RS07255","NA"
"cds-WP_003118551.1","NA"
"gene-Y880_RS07260","NA"
"cds-WP_003088626.1","NA"
"gene-Y880_RS07265","NA"
"cds-WP_003100372.1","NA"
"gene-Y880_RS07270","NA"
"cds-WP_016253509.1","NA"
"gene-Y880_RS07275","galU"
"cds-WP_003088639.1","galU"
"gene-Y880_RS07280","NA"
"cds-WP_003100368.1","NA"
"gene-Y880_RS07285","NA"
"cds-WP_003100366.1","NA"
"gene-Y880_RS07290","NA"
"cds-WP_003100363.1","NA"
"gene-Y880_RS07295","NA"
"cds-WP_003088646.1","NA"
"gene-Y880_RS07300","NA"
"cds-WP_003100361.1","NA"
"gene-Y880_RS07305","NA"
"cds-WP_003110681.1","NA"
"gene-Y880_RS07310","NA"
"cds-WP_003100357.1","NA"
"gene-Y880_RS07315","NA"
"cds-WP_003100355.1","NA"
"gene-Y880_RS07320","NA"
"cds-WP_003100354.1","NA"
"gene-Y880_RS07325","NA"
"cds-WP_004349552.1","NA"
"gene-Y880_RS07330","NA"
"cds-WP_003100350.1","NA"
"gene-Y880_RS07335","NA"
"cds-WP_003120199.1","NA"
"gene-Y880_RS07340","NA"
"cds-WP_003113514.1","NA"
"gene-Y880_RS07345","NA"
"cds-Y880_RS07345","NA"
"gene-Y880_RS07350","NA"
"cds-WP_003088669.1","NA"
"gene-Y880_RS07355","NA"
"cds-WP_003088671.1","NA"
"gene-Y880_RS07360","NA"
"cds-Y880_RS07360","NA"
"gene-Y880_RS07365","NA"
"cds-WP_003106497.1","NA"
"gene-Y880_RS07370","NA"
"cds-WP_003088679.1","NA"
"gene-Y880_RS07375","NA"
"cds-WP_016253504.1","NA"
"gene-Y880_RS07380","NA"
"cds-WP_003106501.1","NA"
"gene-Y880_RS07385","NA"
"cds-WP_071534458.1","NA"
"gene-Y880_RS07390","NA"
"cds-WP_016253503.1","NA"
"gene-Y880_RS07395","NA"
"cds-WP_003106504.1","NA"
"gene-Y880_RS07400","NA"
"cds-WP_016253502.1","NA"
"gene-Y880_RS07405","NA"
"cds-WP_074247198.1","NA"
"gene-Y880_RS07410","NA"
"cds-WP_003118540.1","NA"
"gene-Y880_RS07415","NA"
"cds-WP_003107076.1","NA"
"gene-Y880_RS07420","NA"
"cds-WP_003088700.1","NA"
"gene-Y880_RS07425","NA"
"cds-WP_003128727.1","NA"
"gene-Y880_RS07430","cynS"
"cds-WP_015503016.1","cynS"
"gene-Y880_RS07435","NA"
"cds-WP_003107081.1","NA"
"gene-Y880_RS07440","NA"
"cds-Y880_RS07440","NA"
"gene-Y880_RS07445","NA"
"cds-Y880_RS07445","NA"
"gene-Y880_RS07450","NA"
"cds-WP_016253500.1","NA"
"gene-Y880_RS07455","NA"
"cds-WP_095867016.1","NA"
"gene-Y880_RS07460","NA"
"cds-WP_016253499.1","NA"
"gene-Y880_RS07465","NA"
"cds-WP_016253498.1","NA"
"gene-Y880_RS07470","NA"
"cds-WP_003160167.1","NA"
"gene-Y880_RS07475","NA"
"cds-Y880_RS07475","NA"
"gene-Y880_RS07480","NA"
"cds-Y880_RS07480","NA"
"gene-Y880_RS07485","NA"
"cds-Y880_RS07485","NA"
"gene-Y880_RS07490","NA"
"cds-WP_016253496.1","NA"
"gene-Y880_RS07495","NA"
"cds-WP_016253495.1","NA"
"gene-Y880_RS07500","NA"
"cds-WP_003088740.1","NA"
"gene-Y880_RS07505","NA"
"cds-WP_003103648.1","NA"
"gene-Y880_RS07510","NA"
"cds-WP_003114866.1","NA"
"gene-Y880_RS07515","NA"
"cds-WP_016253494.1","NA"
"gene-Y880_RS07520","NA"
"cds-Y880_RS07520","NA"
"gene-Y880_RS07525","NA"
"cds-WP_016253493.1","NA"
"gene-Y880_RS07530","fusA"
"cds-WP_003118529.1","fusA"
"gene-Y880_RS07535","NA"
"cds-WP_016253492.1","NA"
"gene-Y880_RS07540","NA"
"cds-WP_071534823.1","NA"
"gene-Y880_RS07545","NA"
"cds-WP_016253491.1","NA"
"gene-Y880_RS07550","NA"
"cds-WP_003088759.1","NA"
"gene-Y880_RS07555","NA"
"cds-WP_003139628.1","NA"
"gene-Y880_RS07560","NA"
"cds-WP_016253490.1","NA"
"gene-Y880_RS07565","NA"
"cds-WP_016253489.1","NA"
"gene-Y880_RS07570","NA"
"cds-WP_003088769.1","NA"
"gene-Y880_RS07575","NA"
"cds-WP_003160183.1","NA"
"gene-Y880_RS07580","kynU"
"cds-Y880_RS07580","kynU"
"gene-Y880_RS07585","kynB"
"cds-WP_003162661.1","kynB"
"gene-Y880_RS07590","NA"
"cds-WP_003088777.1","NA"
"gene-Y880_RS07595","NA"
"cds-WP_003118521.1","NA"
"gene-Y880_RS07600","asnB"
"cds-WP_003105325.1","asnB"
"gene-Y880_RS07605","NA"
"cds-WP_003105327.1","NA"
"gene-Y880_RS07610","NA"
"cds-WP_003105331.1","NA"
"gene-Y880_RS07615","NA"
"cds-WP_003118518.1","NA"
"gene-Y880_RS07620","NA"
"cds-WP_003105335.1","NA"
"gene-Y880_RS07625","NA"
"cds-Y880_RS07625","NA"
"gene-Y880_RS07630","NA"
"cds-Y880_RS07630","NA"
"gene-Y880_RS07635","NA"
"cds-WP_003105341.1","NA"
"gene-Y880_RS07640","NA"
"cds-Y880_RS07640","NA"
"gene-Y880_RS07645","NA"
"cds-WP_003107976.1","NA"
"gene-Y880_RS07650","NA"
"cds-Y880_RS07650","NA"
"gene-Y880_RS07655","NA"
"cds-WP_003450499.1","NA"
"gene-Y880_RS07660","NA"
"cds-WP_003118509.1","NA"
"gene-Y880_RS07665","NA"
"cds-WP_020750724.1","NA"
"gene-Y880_RS07670","NA"
"cds-WP_003161548.1","NA"
"gene-Y880_RS07675","NA"
"cds-Y880_RS07675","NA"
"gene-Y880_RS07680","NA"
"cds-WP_016253486.1","NA"
"gene-Y880_RS07685","NA"
"cds-WP_003106149.1","NA"
"gene-Y880_RS07690","NA"
"cds-WP_016253485.1","NA"
"gene-Y880_RS07695","NA"
"cds-WP_003106151.1","NA"
"gene-Y880_RS07700","NA"
"cds-WP_003106152.1","NA"
"gene-Y880_RS07705","NA"
"cds-WP_016253484.1","NA"
"gene-Y880_RS07710","NA"
"cds-WP_003120270.1","NA"
"gene-Y880_RS07715","NA"
"cds-Y880_RS07715","NA"
"gene-Y880_RS07720","NA"
"cds-Y880_RS07720","NA"
"gene-Y880_RS07725","NA"
"cds-Y880_RS07725","NA"
"gene-Y880_RS07730","NA"
"cds-WP_003106158.1","NA"
"gene-Y880_RS07735","NA"
"cds-Y880_RS07735","NA"
"gene-Y880_RS07740","NA"
"cds-WP_016253480.1","NA"
"gene-Y880_RS07745","NA"
"cds-Y880_RS07745","NA"
"gene-Y880_RS07750","NA"
"cds-WP_016253478.1","NA"
"gene-Y880_RS07755","NA"
"cds-WP_003102111.1","NA"
"gene-Y880_RS07760","NA"
"cds-WP_003102114.1","NA"
"gene-Y880_RS07765","NA"
"cds-WP_003120275.1","NA"
"gene-Y880_RS07770","NA"
"cds-WP_016253477.1","NA"
"gene-Y880_RS07775","NA"
"cds-WP_003161847.1","NA"
"gene-Y880_RS07780","NA"
"cds-Y880_RS07780","NA"
"gene-Y880_RS07785","NA"
"cds-WP_003161845.1","NA"
"gene-Y880_RS07790","NA"
"cds-WP_014602968.1","NA"
"gene-Y880_RS07795","NA"
"cds-WP_003088836.1","NA"
"gene-Y880_RS07800","NA"
"cds-WP_003088837.1","NA"
"gene-Y880_RS07805","NA"
"cds-WP_016253476.1","NA"
"gene-Y880_RS07810","NA"
"cds-WP_079276194.1","NA"
"gene-Y880_RS07815","NA"
"cds-WP_016253474.1","NA"
"gene-Y880_RS07820","NA"
"cds-WP_051579371.1","NA"
"gene-Y880_RS07825","NA"
"cds-WP_003132201.1","NA"
"gene-Y880_RS07830","NA"
"cds-WP_003088853.1","NA"
"gene-Y880_RS07835","NA"
"cds-WP_003088854.1","NA"
"gene-Y880_RS07840","NA"
"cds-WP_016253473.1","NA"
"gene-Y880_RS07845","NA"
"cds-WP_003120281.1","NA"
"gene-Y880_RS07850","NA"
"cds-WP_003088863.1","NA"
"gene-Y880_RS07855","NA"
"cds-WP_016253472.1","NA"
"gene-Y880_RS07860","NA"
"cds-WP_003102161.1","NA"
"gene-Y880_RS07865","NA"
"cds-WP_003113635.1","NA"
"gene-Y880_RS07870","NA"
"cds-WP_003109869.1","NA"
"gene-Y880_RS07875","NA"
"cds-WP_003120284.1","NA"
"gene-Y880_RS07880","NA"
"cds-Y880_RS07880","NA"
"gene-Y880_RS07885","NA"
"cds-WP_003088873.1","NA"
"gene-Y880_RS07890","NA"
"cds-WP_003088874.1","NA"
"gene-Y880_RS07895","NA"
"cds-WP_003120287.1","NA"
"gene-Y880_RS07900","ligD"
"cds-Y880_RS07900","ligD"
"gene-Y880_RS07905","NA"
"cds-WP_016253470.1","NA"
"gene-Y880_RS07910","NA"
"cds-WP_003120196.1","NA"
"gene-Y880_RS07915","NA"
"cds-Y880_RS07915","NA"
"gene-Y880_RS07920","NA"
"cds-WP_003100806.1","NA"
"gene-Y880_RS07925","NA"
"cds-WP_003088902.1","NA"
"gene-Y880_RS07930","NA"
"cds-WP_003100808.1","NA"
"gene-Y880_RS07935","NA"
"cds-WP_003100816.1","NA"
"gene-Y880_RS07940","NA"
"cds-WP_003100818.1","NA"
"gene-Y880_RS07945","NA"
"cds-WP_003088912.1","NA"
"gene-Y880_RS07950","NA"
"cds-WP_016253469.1","NA"
"gene-Y880_RS07955","NA"
"cds-WP_003160215.1","NA"
"gene-Y880_RS07960","NA"
"cds-WP_003100824.1","NA"
"gene-Y880_RS07965","NA"
"cds-WP_003088922.1","NA"
"gene-Y880_RS07970","NA"
"cds-WP_003100825.1","NA"
"gene-Y880_RS07975","NA"
"cds-WP_003113645.1","NA"
"gene-Y880_RS07980","treS"
"cds-WP_003088929.1","treS"
"gene-Y880_RS07985","NA"
"cds-WP_003113646.1","NA"
"gene-Y880_RS07990","NA"
"cds-WP_003120189.1","NA"
"gene-Y880_RS07995","NA"
"cds-WP_095866984.1","NA"
"gene-Y880_RS08000","NA"
"cds-Y880_RS08000","NA"
"gene-Y880_RS08005","NA"
"cds-WP_003113650.1","NA"
"gene-Y880_RS08010","NA"
"cds-WP_012614201.1","NA"
"gene-Y880_RS08015","NA"
"cds-WP_003088942.1","NA"
"gene-Y880_RS08020","NA"
"cds-WP_003088944.1","NA"
"gene-Y880_RS08025","glgX"
"cds-Y880_RS08025","glgX"
"gene-Y880_RS08030","NA"
"cds-Y880_RS08030","NA"
"gene-Y880_RS08035","NA"
"cds-WP_003124687.1","NA"
"gene-Y880_RS08040","malQ"
"cds-Y880_RS08040","malQ"
"gene-Y880_RS08045","treZ"
"cds-WP_015648761.1","treZ"
"gene-Y880_RS08050","NA"
"cds-WP_003115521.1","NA"
"gene-Y880_RS08055","NA"
"cds-WP_003113659.1","NA"
"gene-Y880_RS08060","NA"
"cds-WP_003160224.1","NA"
"gene-Y880_RS08065","NA"
"cds-WP_016253465.1","NA"
"gene-Y880_RS08070","NA"
"cds-WP_003113660.1","NA"
"gene-Y880_RS08075","NA"
"cds-WP_016253464.1","NA"
"gene-Y880_RS08080","NA"
"cds-WP_003113662.1","NA"
"gene-Y880_RS08085","NA"
"cds-WP_003113663.1","NA"
"gene-Y880_RS08090","NA"
"cds-WP_033893910.1","NA"
"gene-Y880_RS08095","NA"
"cds-WP_003088973.1","NA"
"gene-Y880_RS08100","NA"
"cds-WP_003113664.1","NA"
"gene-Y880_RS08105","NA"
"cds-WP_003123475.1","NA"
"gene-Y880_RS08110","NA"
"cds-WP_003088982.1","NA"
"gene-Y880_RS08115","NA"
"cds-WP_003088985.1","NA"
"gene-Y880_RS08120","NA"
"cds-WP_016851661.1","NA"
"gene-Y880_RS08125","NA"
"cds-WP_003088991.1","NA"
"gene-Y880_RS08130","NA"
"cds-WP_003088994.1","NA"
"gene-Y880_RS08135","NA"
"cds-WP_009876385.1","NA"
"gene-Y880_RS08140","NA"
"cds-WP_003089000.1","NA"
"gene-Y880_RS08145","NA"
"cds-WP_003160227.1","NA"
"gene-Y880_RS08150","NA"
"cds-WP_016253463.1","NA"
"gene-Y880_RS08155","NA"
"cds-WP_003089012.1","NA"
"gene-Y880_RS08160","NA"
"cds-WP_003113679.1","NA"
"gene-Y880_RS08165","NA"
"cds-WP_016253462.1","NA"
"gene-Y880_RS08170","NA"
"cds-WP_073646404.1","NA"
"gene-Y880_RS08175","NA"
"cds-WP_003113684.1","NA"
"gene-Y880_RS08180","NA"
"cds-WP_003089027.1","NA"
"gene-Y880_RS08185","NA"
"cds-WP_003132105.1","NA"
"gene-Y880_RS08190","NA"
"cds-WP_016253461.1","NA"
"gene-Y880_RS08195","NA"
"cds-WP_016253460.1","NA"
"gene-Y880_RS08200","NA"
"cds-WP_003113690.1","NA"
"gene-Y880_RS08205","NA"
"cds-WP_003113691.1","NA"
"gene-Y880_RS08210","NA"
"cds-WP_016253459.1","NA"
"gene-Y880_RS08215","NA"
"cds-WP_003113693.1","NA"
"gene-Y880_RS08220","NA"
"cds-WP_003113694.1","NA"
"gene-Y880_RS08225","NA"
"cds-WP_003089046.1","NA"
"gene-Y880_RS08230","NA"
"cds-WP_003089047.1","NA"
"gene-Y880_RS08235","NA"
"cds-WP_095866985.1","NA"
"gene-Y880_RS08240","NA"
"cds-WP_016253458.1","NA"
"gene-Y880_RS08245","NA"
"cds-WP_095866986.1","NA"
"gene-Y880_RS08250","NA"
"cds-WP_004349699.1","NA"
"gene-Y880_RS08255","NA"
"cds-WP_004343538.1","NA"
"gene-Y880_RS08260","NA"
"cds-WP_010794164.1","NA"
"gene-Y880_RS08265","NA"
"cds-WP_016253457.1","NA"
"gene-Y880_RS08270","NA"
"cds-WP_014602945.1","NA"
"gene-Y880_RS08275","NA"
"cds-WP_016253456.1","NA"
"gene-Y880_RS08280","NA"
"cds-WP_010794168.1","NA"
"gene-Y880_RS08285","NA"
"cds-WP_003113703.1","NA"
"gene-Y880_RS08290","NA"
"cds-WP_003111007.1","NA"
"gene-Y880_RS08295","NA"
"cds-WP_095866987.1","NA"
"gene-Y880_RS08300","NA"
"cds-WP_079376796.1","NA"
"gene-Y880_RS08305","NA"
"cds-WP_003089139.1","NA"
"gene-Y880_RS08310","NA"
"cds-Y880_RS08310","NA"
"gene-Y880_RS08315","NA"
"cds-WP_003089145.1","NA"
"gene-Y880_RS08320","NA"
"cds-WP_003144202.1","NA"
"gene-Y880_RS08325","NA"
"cds-WP_016253453.1","NA"
"gene-Y880_RS08330","NA"
"cds-WP_003089151.1","NA"
"gene-Y880_RS08335","NA"
"cds-WP_016253452.1","NA"
"gene-Y880_RS08340","NA"
"cds-WP_003123438.1","NA"
"gene-Y880_RS08345","NA"
"cds-Y880_RS08345","NA"
"gene-Y880_RS08350","NA"
"cds-WP_003089157.1","NA"
"gene-Y880_RS08355","NA"
"cds-WP_003144194.1","NA"
"gene-Y880_RS08360","NA"
"cds-WP_004349734.1","NA"
"gene-Y880_RS08365","NA"
"cds-WP_049874478.1","NA"
"gene-Y880_RS08370","NA"
"cds-WP_003089166.1","NA"
"gene-Y880_RS08375","NA"
"cds-WP_016253450.1","NA"
"gene-Y880_RS08380","NA"
"cds-WP_004349742.1","NA"
"gene-Y880_RS08385","NA"
"cds-WP_003158800.1","NA"
"gene-Y880_RS08390","NA"
"cds-WP_003144183.1","NA"
"gene-Y880_RS08395","NA"
"cds-WP_016253449.1","NA"
"gene-Y880_RS08400","NA"
"cds-WP_003122773.1","NA"
"gene-Y880_RS08405","NA"
"cds-WP_003158799.1","NA"
"gene-Y880_RS08410","NA"
"cds-WP_003122771.1","NA"
"gene-Y880_RS08415","NA"
"cds-WP_003122770.1","NA"
"gene-Y880_RS08420","NA"
"cds-WP_003089182.1","NA"
"gene-Y880_RS08425","NA"
"cds-WP_016253448.1","NA"
"gene-Y880_RS08430","NA"
"cds-WP_016253447.1","NA"
"gene-Y880_RS08435","NA"
"cds-WP_003144176.1","NA"
"gene-Y880_RS08440","NA"
"cds-WP_003089190.1","NA"
"gene-Y880_RS08445","NA"
"cds-WP_016253446.1","NA"
"gene-Y880_RS08450","NA"
"cds-WP_003122765.1","NA"
"gene-Y880_RS08455","NA"
"cds-Y880_RS08455","NA"
"gene-Y880_RS08460","NA"
"cds-WP_031758956.1","NA"
"gene-Y880_RS08465","NA"
"cds-WP_003117251.1","NA"
"gene-Y880_RS08470","NA"
"cds-WP_003117250.1","NA"
"gene-Y880_RS08475","NA"
"cds-WP_003089216.1","NA"
"gene-Y880_RS08480","NA"
"cds-WP_003089218.1","NA"
"gene-Y880_RS08485","NA"
"cds-WP_003089220.1","NA"
"gene-Y880_RS08490","NA"
"cds-WP_003111160.1","NA"
"gene-Y880_RS08495","NA"
"cds-WP_003113717.1","NA"
"gene-Y880_RS08500","NA"
"cds-WP_016253444.1","NA"
"gene-Y880_RS08505","NA"
"cds-WP_003089227.1","NA"
"gene-Y880_RS08510","NA"
"cds-WP_016253443.1","NA"
"gene-Y880_RS08515","NA"
"cds-Y880_RS08515","NA"
"gene-Y880_RS08520","NA"
"cds-WP_003117345.1","NA"
"gene-Y880_RS08525","NA"
"cds-WP_016253442.1","NA"
"gene-Y880_RS08530","NA"
"cds-WP_003120152.1","NA"
"gene-Y880_RS08535","NA"
"cds-WP_003089234.1","NA"
"gene-Y880_RS08540","NA"
"cds-Y880_RS08540","NA"
"gene-Y880_RS08545","NA"
"cds-WP_003120150.1","NA"
"gene-Y880_RS08550","NA"
"cds-Y880_RS08550","NA"
"gene-Y880_RS08555","NA"
"cds-WP_003113726.1","NA"
"gene-Y880_RS08560","NA"
"cds-WP_003113727.1","NA"
"gene-Y880_RS08565","NA"
"cds-WP_003089245.1","NA"
"gene-Y880_RS08570","NA"
"cds-WP_016253440.1","NA"
"gene-Y880_RS08575","NA"
"cds-WP_003089248.1","NA"
"gene-Y880_RS08580","NA"
"cds-Y880_RS08580","NA"
"gene-Y880_RS08585","lpdA"
"cds-WP_016253438.1","lpdA"
"gene-Y880_RS08590","NA"
"cds-WP_003117809.1","NA"
"gene-Y880_RS08595","NA"
"cds-WP_003113731.1","NA"
"gene-Y880_RS08600","NA"
"cds-Y880_RS08600","NA"
"gene-Y880_RS08605","NA"
"cds-WP_003147588.1","NA"
"gene-Y880_RS08610","NA"
"cds-WP_003089256.1","NA"
"gene-Y880_RS08615","NA"
